Age,Candidate,Constituency_Name,Constituency_No,Constituency_Type,Contested,DelimID,Deposit_Lost,District_Name,ENOP,Electors,Incumbent,Last_Constituency_Name,Last_Party_ID,Margin,Votes,Margin_Percentage,MyNeta_education,N_Cand,No_Terms,Party,Party_ID,Party_Type_TCPD,Poll_No,Position,Recontest,Same_Constituency,Same_Party,Sex,Sub_Region,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Turncoat,Turnout_Percentage,Valid_Votes,Vote_Share_Percentage,Votes,last_poll,pid,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,profileImageUrl,profileBannerUrl,username,party,district_code
59,SUNIL KUMAR SHARMA,SAHIBABAD,55,GEN,4,4,no,GHAZIABAD,2,1024210,TRUE,SAHIBABAD,1605,214835,322882,44.6,Post Graduate,11,3,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,WEST,Business,Rent,,,FALSE,47.03,481686,67.03,322882,TRUE,AEUP200821,sunilsharma_bjp,2936352979,Sunil Kumar Sharma,"MLA साहिबाबाद विधानसभा ( 55 ), ग़ाज़ियाबाद  | अध्यक्ष, पंचायती राज समिति, उत्तर प्रदेश विधानसभा ।",TRUE,2014-12-19T17:58:01+00:00,12886,333,5360,6803,6,1615,Sahibabad,FALSE,https://pbs.twimg.com/profile_images/1472067626436227073/scuQC59g_normal.jpg,https://pbs.twimg.com/profile_banners/2936352979/1635851517,sunilsharma_bjp,bjp,GZB
64,Atul Garg,GHAZIABAD,56,GEN,3,4,no,GHAZIABAD,2.33,474628,TRUE,GHAZIABAD,1605,105537,150205,43.12,12th Pass,14,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,WEST,Politics,Minister,,,FALSE,51.57,244766,61.37,150205,TRUE,AEUP200823,AtulGargBJP,444481070,Atul Garg,"राज्यमंत्री,
चिकित्सा एवं स्वास्थ्य, परिवार कल्याण, मातृ एवं शिशु कल्याण, उत्तर प्रदेश |
पूर्व मेयर श्री दिनेश चन्द्र जी के बड़े सुपुत्र हैं।",TRUE,2011-12-23T09:14:40+00:00,34247,109,2566,2166,56,1104,Ghaziabad,FALSE,https://pbs.twimg.com/profile_images/1486588012305674242/fQQYJsnb_normal.jpg,https://pbs.twimg.com/profile_banners/444481070/1522518910,AtulGargBJP,bjp,GZB
59,DR. MANJU SHIWACH,MODINAGAR,57,GEN,2,4,no,GHAZIABAD,2.56,332838,TRUE,MODINAGAR,1605,34619,113349,15.46,Graduate,7,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,F,WEST,Liberal Profession or Professional,Doctor,,,FALSE,67.26,223867,50.63,113349,TRUE,AEUP200180,manjushiwach,2487361729,Dr. Manju Shiwach,BJP MLA Modinagar,FALSE,2014-05-10T09:05:02+00:00,1239,176,1674,564,3,1152,Modinagar,FALSE,https://pbs.twimg.com/profile_images/1461263244966785024/R_c8GmJP_normal.jpg,https://pbs.twimg.com/profile_banners/2487361729/1633156916,manjushiwach,bjp,GZB
61,MADAN CHAUHAN,GARMUKHTESHWAR,60,GEN,6,4,no,PANCHSHEEL NAGAR,3.03,349127,FALSE,GARMUKHTESHWAR,7425,39061,43929,16.54,,10,3,BSP,16651,State-based Party,0,3,TRUE,TRUE,FALSE,M,WEST,,,,,TRUE,67.66,236220,18.6,43929,TRUE,AEUP100875,MadanChauhanUP,2309515928,Madan Chauhan,Indian Politician from Bahujan Samaj Party.,FALSE,2014-01-25T06:18:22+00:00,748,17,201,41,2,189,"Noida, India",FALSE,https://pbs.twimg.com/profile_images/1485134654265237505/zE04u_Pt_normal.jpg,https://pbs.twimg.com/profile_banners/2309515928/1642939542,MadanChauhanUP,bsp,HAP
42,ABHA CHAUDHARY,GARMUKHTESHWAR,60,GEN,1,4,yes,PANCHSHEEL NAGAR,3.03,349127,FALSE,,,828,1646,0.35,Post Graduate,10,0,INC,3482,National Party,0,5,FALSE,,,F,WEST,Business,,Social Work,,FALSE,67.66,236220,0.7,1646,TRUE,AEUP2024949,ImAbhaChaudhary,1082896194731495424,Abha Chaudhary,Congress MLA Candidate Garh-60 | MD @AaradhayamInfra Builders | Gandhian | #HopeIsPriyankaGandhi | Activist @eccotarian,FALSE,2019-01-09T07:05:46+00:00,21154,1329,5723,9887,5,2359,www.aaradhayam.com | India🇮🇳,FALSE,https://pbs.twimg.com/profile_images/1481867773496410112/U7hjezWl_normal.jpg,https://pbs.twimg.com/profile_banners/1082896194731495424/1640615570,ImAbhaChaudhary,inc,HAP
43,Pankaj Singh,NOIDA,61,GEN,3,4,no,GAUTAM BUDH NAGAR,1.92,714460,TRUE,NOIDA,1605,181513,244319,52.12,Graduate,13,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,WEST,Other,,,,FALSE,48.74,348228,70.16,244319,TRUE,AEUP68193,PankajSinghBJP,2251647198,Pankaj Singh,"Vice President, BJP, Uttar Pradesh MLA - Noida. President Fencing Association of India.",TRUE,2013-12-18T08:24:12+00:00,602975,317,10287,836,206,3143,India,FALSE,https://pbs.twimg.com/profile_images/1482571549396041730/H9UCQZ3G_normal.jpg,https://pbs.twimg.com/profile_banners/2251647198/1581517590,PankajSinghBJP,bjp,GBN
57,RAJKUMAR BHATI,DADRI,62,GEN,2,4,no,GAUTAM BUDH NAGAR,2.27,606613,FALSE,DADRI,7425,39394,79850,11.14,Post Graduate,14,0,SP,7425,State-based Party,0,2,FALSE,TRUE,TRUE,M,WEST,Liberal Profession or Professional,Journalist or Editor,,,FALSE,58.32,353777,22.57,79850,TRUE,AEUP106163,rajkumarbhatisp,2956168824,Rajkumar Bhati,"पूर्णकालिक सामाजिक, राजनीतिक कार्यकर्ता। मूलतः पत्रकार। लेखन व अध्ययन में रुचि। प्रवक्ता समाजवादी पार्टी।",FALSE,2015-01-02T15:00:04+00:00,4628,204,6941,8856,5,618,Greater Noida,FALSE,https://pbs.twimg.com/profile_images/1467691895216164869/qDaejBdw_normal.jpg,https://pbs.twimg.com/profile_banners/2956168824/1569937537,rajkumarbhatisp,sp,GBN
55,DHIRENDRA SINGH,JEWAR,63,GEN,3,4,no,GAUTAM BUDH NAGAR,2.7,351559,TRUE,JEWAR,1605,56315,117205,24.28,Post Graduate,12,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,WEST,Agriculture,,,,FALSE,65.98,231959,50.53,117205,TRUE,AEUP200206,DhirendraGBN,143868014,Dhirendra Singh,"MLA, Jewar - Greater Noida

मुझसे जुड़ने के लिए मिस कॉल दें!
9639626363",TRUE,2010-05-14T16:49:38+00:00,71216,2029,30141,24961,74,9649,"Greater Noida, India",FALSE,https://pbs.twimg.com/profile_images/1480094974855114752/qtK-G9tT_normal.jpg,https://pbs.twimg.com/profile_banners/143868014/1642520259,DhirendraGBN,bjp,GBN
54,Vikas Sharma,BULANDSHAHR,65,GEN,1,4,yes,BULANDSHAHR,2.5,401468,FALSE,,,357,1430,0.14,Post Graduate,11,0,AAAP,13,State-based Party,0,5,FALSE,,,M,WEST,Business,,,,FALSE,64.68,259670,0.55,1430,TRUE,AEUP2025004,apkasharmavikas,2897970900,Vikas Sharma,"Official Account of Vice President,AAP Uttar Pradesh• District Convenor AAP Bulandshahr• बदली है दिल्ली,बदलेगा यूपी,”आप”के साथ",FALSE,2014-11-13T02:24:07+00:00,427,61,417,57,0,44,,FALSE,https://pbs.twimg.com/profile_images/571872065705283585/S4Ocl8wB_normal.jpeg,https://pbs.twimg.com/profile_banners/2897970900/1595165348,apkasharmavikas,aap,BUL
57,Thakur Jaiveer Singh,BARAULI,72,GEN,5,4,no,ALIGARH,2.22,381300,FALSE,BARAULI,16651,90645,147984,37.1,Post Graduate,7,3,BJP,1605,National Party,0,1,TRUE,TRUE,FALSE,M,DOAB,Business,,Agriculture,,TRUE,64.07,244299,60.57,147984,TRUE,AEUP102811,JaivirThakur,1004648631872323584,Thakur Jaivir Singh,"Member of Legislative Council (M.L.C) Ex Cabinet Minister Uttar Pradesh Govt.
विधान परिषद सदस्य (एम॰एल॰सी॰) पूर्व कैबिनेट मंत्री उत्तर प्रदेश सरकार",FALSE,2018-06-07T08:57:54+00:00,2203,14,800,126,0,567,"Aligarh, Uttar Pradesh",FALSE,https://pbs.twimg.com/profile_images/1006077683329986560/lVlpBpEB_normal.jpg,https://pbs.twimg.com/profile_banners/1004648631872323584/1607932853,JaivirThakur,bjp,ALG
61,Pramod Gaur,BARAULI,72,GEN,3,4,yes,ALIGARH,2.22,381300,FALSE,KHAIR,16651,30404,32781,12.45,Graduate,7,1,RLD,12169,State-based Party,0,3,FALSE,FALSE,FALSE,M,DOAB,Other,,,,TRUE,64.07,244299,13.42,32781,TRUE,AEUP59163,PramodGaur19,4724608116,Pramod Gaur,"जिलाध्यक्ष -
प्रधानमंत्री जनकल्याणकारी योजना प्रचार प्रसार अभियान (भाजपा) अलीगढ़ ।
अंतरराष्ट्रीय न्यायिक मानवाधिकार संरक्षण (अलीगढ़ )",FALSE,2016-01-07T18:38:03+00:00,84,138,132,652,0,36,Aligarh,FALSE,https://pbs.twimg.com/profile_images/1367515614588248071/FTNHsEj5_normal.jpg,https://pbs.twimg.com/profile_banners/4724608116/1617262189,PramodGaur19,rld,ALG
57,RAVENDRA PAL SINGH,CHHARRA,74,GEN,3,4,no,ALIGARH,2.78,388333,TRUE,CHHARRA,1605,24327,111293,10.01,10th Pass,10,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Business,Rent,Salaried Work or Employed,Accountant,FALSE,62.59,243058,45.79,111293,TRUE,AEUP200245,RavendraTh,984281592683053056,Ravendra Pal Singh,भाजपा विधायक 74 विधानसभा छर्रा अलीगढ़।,TRUE,2018-04-12T04:06:33+00:00,1841,178,2296,2455,0,1252,"Aligarh, India",FALSE,https://pbs.twimg.com/profile_images/1455452004772319232/CzbrjY15_normal.jpg,https://pbs.twimg.com/profile_banners/984281592683053056/1635841812,RavendraTh,bjp,ALG
41,LAXMI DHANGAR,CHHARRA,74,GEN,1,4,no,ALIGARH,2.78,388333,FALSE,,,49408,86966,20.33,Post Graduate,10,0,SP,7425,State-based Party,0,2,FALSE,,,F,DOAB,Small Business or Self-employed,"Shop Keeper, Self-employed",,,FALSE,62.59,243058,35.78,86966,TRUE,AEUP2025085,_LaxmiDhangar,1211914827787931648,Laxmi dhangar,"लक्ष्मी धनगर
समाजवादी पार्टी(छर्रा),अलीगढ़(उ.प्र.)
रा0 अध्यक्ष (महिला प्रकोष्ठ)
अ0 भा0 धनगर समाज महासंघ",FALSE,2019-12-31T07:40:10+00:00,2650,126,626,289,0,610,"Chharra,Aligarh",FALSE,https://pbs.twimg.com/profile_images/1490208673737867266/nSWiPC0I_normal.jpg,https://pbs.twimg.com/profile_banners/1211914827787931648/1644233068,_LaxmiDhangar,sp,ALG
63,Birendra Singh Rana,SIKANDRA RAO,80,GEN,2,4,no,MAHAMAYA NAGAR,2.86,378139,TRUE,SIKANDRA RAO,1605,8104,98094,3.44,12th Pass,12,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Business,,Agriculture,,FALSE,62.31,235619,41.63,98094,TRUE,AEUP101095,bsranabjp,735522424821780482,Birendra Singh Rana,"विधायक, सिकंदराराऊ",TRUE,2016-05-25T17:26:26+00:00,1118,55,2596,1,0,2305,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1460888624031928322/KEjKGz61_normal.jpg,https://pbs.twimg.com/profile_banners/735522424821780482/1629116471,bsranabjp,bjp,HAT
55,RAJESH CHAUDHARY,MANT,82,GEN,1,4,no,MATHURA,3.12,345931,FALSE,,,9580,83958,4.26,Graduate Professional,9,1,BJP,1605,National Party,0,1,FALSE,,,M,DOAB,Business,,Agriculture,,FALSE,64.98,224786,37.35,83958,TRUE,AEUP2025134,rajeshchbjp,570076900,Rajesh Chaudhary,"प्रत्याशी 82 माँट विधानसभा (मथुरा)                                          
प्रदेश प्रवक्ता, भारतीय जनता पार्टी उ.प्र.",FALSE,2012-05-03T15:49:20+00:00,9927,896,34061,23346,15,2386,Mathura UP,FALSE,https://pbs.twimg.com/profile_images/1362049889354481666/qy40CGEp_normal.jpg,https://pbs.twimg.com/profile_banners/570076900/1551156690,rajeshchbjp,bjp,MAT
50,DR. SANJAY LATHAR,MANT,82,GEN,2,4,no,MATHURA,3.12,345931,FALSE,MANT,7425,59158,60585,26.32,Doctorate,9,0,SP,7425,State-based Party,0,3,FALSE,TRUE,TRUE,M,DOAB,Business,,Agriculture,,FALSE,64.98,224786,26.95,60585,TRUE,AEUP106515,drsanjaylathar,814056296441724928,Dr Sanjay Lathar,"Member of Legislative council UP.           spokesperson, Member National executive Samajwadi party,Ex-National President youth and student wing Samajwadi party",FALSE,2016-12-28T10:32:00+00:00,3818,282,268,51,1,75,"Mathura, India",FALSE,https://pbs.twimg.com/profile_images/1266086962793902082/shW8Oakk_normal.jpg,https://pbs.twimg.com/profile_banners/814056296441724928/1590692828,drsanjaylathar,sp,MAT
51,SHRIKANT SHARMA,MATHURA,84,GEN,2,4,no,MATHURA,2.5,460473,TRUE,MATHURA,1605,109803,158859,41.65,Graduate,15,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Politics,,,,FALSE,57.25,263621,60.26,158859,TRUE,AEUP200931,ptshrikant,798135834,Shrikant Sharma,"ऊर्जा एवं अतिरिक्त ऊर्जा स्रोत मंत्री, उत्तर प्रदेश सरकार",TRUE,2012-09-02T12:11:12+00:00,1610067,539,47611,12056,444,4501,"Lucknow, India",FALSE,https://pbs.twimg.com/profile_images/1491965750378401794/nFRLGWDL_normal.jpg,https://pbs.twimg.com/profile_banners/798135834/1644547274,ptshrikant,bjp,MAT
66,PRADEEP MATHUR,MATHURA,84,GEN,9,4,no,MATHURA,2.5,460473,FALSE,MATHURA,3482,17505,49056,6.64,Graduate Professional,15,4,INC,3482,National Party,0,2,TRUE,TRUE,TRUE,M,DOAB,Politics,Ex MLA,,,FALSE,57.25,263621,18.61,49056,TRUE,AEUP102952,pradeepmathurUP,2154396798,Pradeep Mathur,"Member, Advisory Committee, INC-UP; Ex-Leader, Congress Legislature Party, Uttar Pradesh Assembly, Lucknow & Ex-M.L.A 4 Terms from Mathura-Vrindavan ( U.P )",TRUE,2013-10-25T07:48:53+00:00,3842,220,3433,4891,7,1542,"Mathura, India",FALSE,https://pbs.twimg.com/profile_images/1459148277996089348/qxiggj7J_normal.jpg,https://pbs.twimg.com/profile_banners/2154396798/1624434360,pradeepmathurUP,inc,MAT
66,YOGENDRA UPADHYAYA,AGRA SOUTH,88,GEN,3,4,no,AGRA,2.78,368236,TRUE,AGRA SOUTH,1605,56640,109262,27.16,Post Graduate,10,3,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Salaried Work or Employed,,,,FALSE,56.64,208569,52.39,109262,TRUE,AEUP103004,MLAYogendraBJP,2359335109,Yogendra Upadhyaya,"🇮🇳 M.L.A (Bhartiya Janta Party) South Zone, Agra  Uttar Pradesh
| Lawyer | RSS | ABVP |",TRUE,2014-02-24T11:01:23+00:00,5055,333,1465,767,9,923,Agra,FALSE,https://pbs.twimg.com/profile_images/1458364077261033475/7ScgH8QF_normal.jpg,https://pbs.twimg.com/profile_banners/2359335109/1492088236,MLAYogendraBJP,bjp,AGR
45,RAVI BHARADWAJ,AGRA SOUTH,88,GEN,1,4,no,AGRA,2.78,368236,FALSE,,,33352,38219,15.99,12th Pass,10,0,BSP,16651,State-based Party,0,3,FALSE,,,M,DOAB,Former Government,Ex Govt Employee,,,FALSE,56.64,208569,18.32,38219,TRUE,AEUP2025200,ravibhardwajbsp,1438738974273458178,Ravi Bhardwaj,"बसपा नेता
विधानसभा- (88) आगरा दक्षिण",FALSE,2021-09-17T05:38:15+00:00,1556,18,436,0,3,373,"Agra, Uttar Pradesh",FALSE,https://pbs.twimg.com/profile_images/1439134367029153799/5oJyaiSw_normal.jpg,https://pbs.twimg.com/profile_banners/1438738974273458178/1631966448,ravibhardwajbsp,bsp,AGR
65,BABY RANI MAURYA,AGRA RURAL,90,SC,2,4,no,AGRA,2.7,427669,FALSE,ETMADPUR,1605,76608,137310,29.36,Post Graduate,9,1,BJP,1605,National Party,0,1,FALSE,FALSE,TRUE,F,DOAB,Other,,,,FALSE,61.01,260921,52.63,137310,TRUE,AEUP117588,babyranimaurya,1174227990500257792,Baby Rani Maurya,"Official Twitter Account of BJP National Vice-President | Former Governor of Uttarakhand, India",TRUE,2019-09-18T07:46:06+00:00,16320,69,1239,308,20,654,"New Delhi, India",FALSE,https://pbs.twimg.com/profile_images/1451228109718507528/6I8E8V2B_normal.jpg,https://pbs.twimg.com/profile_banners/1174227990500257792/1635343862,babyranimaurya,bjp,AGR
53,Bhagwan Singh Kushwaha,KHERAGARH,92,GEN,4,4,no,AGRA,3.03,328568,FALSE,KHERAGARH,16651,36497,96574,17.78,Graduate Professional,13,3,BJP,1605,National Party,0,1,TRUE,TRUE,FALSE,M,DOAB,Retired or Pension,,,,TRUE,62.47,205257,47.05,96574,TRUE,AEUP101253,mlabhagwansingh,1352179619345141765,Bhagwan Singh Kushwaha,"Ex MLA From Kheragarh, Agra (Uttar Pradesh)",FALSE,2021-01-21T09:02:13+00:00,121,24,601,28,0,566,"Agra, India",FALSE,https://pbs.twimg.com/profile_images/1491575119365689345/E770AAqX_normal.jpg,https://pbs.twimg.com/profile_banners/1352179619345141765/1639553924,mlabhagwansingh,bjp,AGR
61,Rani Pakshalika Singh,BAH,94,GEN,3,4,no,AGRA,3.12,333652,TRUE,BAH,1605,24235,78360,12.73,Graduate,14,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,F,DOAB,Liberal Profession or Professional,,Social Work,,FALSE,57.06,190382,41.16,78360,TRUE,AEUP103082,pakshalikasingh,770977387995553792,Rani Pakshalika Singh,"Philanthropist; Social Activist; Humanitarian; President of FPAI, Agra branch; Chairman Agra District Cooperative Bank 2013–18; BJP MLA from Bah",TRUE,2016-08-31T13:31:48+00:00,10691,151,4842,3116,20,2202,"Bhadawar, Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1475320560011804675/XupWMz6a_normal.jpg,https://pbs.twimg.com/profile_banners/770977387995553792/1485420218,pakshalikasingh,bjp,AGR
58,RANVENDRA PRATAP SINGH,HUSAINGANJ,242,GEN,1,4,no,FATEHPUR,2.63,305084,FALSE,,,45694,66703,24.26,12th Pass,7,0,BJP,1605,National Party,0,2,FALSE,,,M,DOAB,Business,Rent,Agriculture,,FALSE,61.74,188359,35.41,66703,TRUE,AEUP2027258,DhunniB,737240036651868164,Ranvendra Pratap Singh,Food And Civil Supplies And Public Distribution Minister of Uttar Pradesh,TRUE,2016-05-30T11:11:36+00:00,6996,825,1365,4085,10,1272,"खागा फतेहपुर,उत्तर प्रदेश भारत",FALSE,https://pbs.twimg.com/profile_images/1460601099992264708/qPXWKnRG_normal.jpg,https://pbs.twimg.com/profile_banners/737240036651868164/1494315398,DhunniB,bjp,FTH
45,SANDEEP TIWARI,FIROZABAD,97,GEN,1,4,yes,FIROZABAD,3.23,439336,FALSE,,,652,1154,0.25,Post Graduate,11,0,INC,3482,National Party,0,7,FALSE,,,M,DOAB,Business,,,,FALSE,58.96,259033,0.45,1154,TRUE,AEUP2025965,sandeep_bjp,161759187,Sandeep Tiwari,"प्रवक्ता भौतिक विज्ञान।सह-संयोजक, चुनाव प्रबंधन विभाग,भारतीय जनता पार्टी काशी क्षेत्र, #कर्म_की_आवाज_शब्दों_से_तेज_होती_है
 #Action_speaks_louder_than_word",FALSE,2010-07-01T18:04:17+00:00,2711,252,5259,22534,4,1804,जौनपुर उत्तर प्रदेश,FALSE,https://pbs.twimg.com/profile_images/1284559036856205312/78nvOD2X_normal.jpg,https://pbs.twimg.com/profile_banners/161759187/1588871006,sandeep_bjp,bjp,FRZ
48,Pankaj Mishra,SIRSAGANJ,99,GEN,3,4,yes,FIROZABAD,2.5,322178,FALSE,SIRSAGANJ,4116,17546,18757,8.43,12th Pass,11,0,BSP,16651,State-based Party,0,3,TRUE,TRUE,FALSE,M,DOAB,Business,Real Estate or Builder or Developer or Construction,,,TRUE,64.62,208192,9.01,18757,TRUE,AEUP106781,Wake_Up_Mitron,1315017832959221760,Pankaj Mishra,"""Justice will not be served until those who are unaffected are as outraged as those who are!"" Global citizen. Believes in humanity. Tweets = Personal View.",FALSE,2020-10-10T19:54:53+00:00,1760,85,14389,9899,2,1442,World,FALSE,https://pbs.twimg.com/profile_images/1487176348552544256/_pt8XBLi_normal.jpg,https://pbs.twimg.com/profile_banners/1315017832959221760/1618851039,Wake_Up_Mitron,bsp,FRZ
40,JAYVEER SINGH,SIRSAGANJ,99,GEN,1,4,yes,FIROZABAD,2.5,322178,FALSE,,,81,524,0.04,8th Pass,11,0,IND,10809,Independents,0,9,FALSE,,,M,DOAB,Labourer or Daily Wage,,,,FALSE,64.62,208192,0.25,524,TRUE,AEUP2025979,jaiveersingh099,958745455877238784,Jaiveer Singh,Official Page Of Mr. Jaiveer Singh Former Cabinet Minister Uttar Pradesh Government (2002-2012),FALSE,2018-01-31T16:55:04+00:00,51272,271,31958,12867,8,281,"Sirsaganj, Uttar Pradesh ",FALSE,https://pbs.twimg.com/profile_images/1461367323424550912/yr0_QsI5_normal.jpg,https://pbs.twimg.com/profile_banners/958745455877238784/1625676940,jaiveersingh099,bjp,MAI
38,DIVYA SHARMA,AMANPUR,101,GEN,1,4,yes,KANSHIRAM NAGAR,2.78,311091,FALSE,,,243,1342,0.13,12th Pass,12,0,INC,3482,National Party,0,4,FALSE,,,F,DOAB,Other,Household,,,FALSE,61.47,191228,0.7,1342,TRUE,AEUP2026010,DivyasharmaINC,1356200323417731073,Divya Sharma,"जिलाध्यक्ष महिला कांग्रेस ◆ कांग्रेस प्रत्याशी 101, अमांपुर विधानसभा, कासगंज 207123",FALSE,2021-02-01T11:19:24+00:00,96,126,241,52,0,13,"Kasganj, India",FALSE,https://pbs.twimg.com/profile_images/1356200744915877890/cHv3T9YD_normal.jpg,https://pbs.twimg.com/profile_banners/1356200323417731073/1622116815,DivyasharmaINC,inc,KAS
36,GAURAV NAND,MAINPURI,107,GEN,1,4,yes,MAINPURI,2.38,345837,FALSE,,,14658,17216,6.86,Post Graduate,4,0,BSP,16651,State-based Party,0,3,FALSE,,,M,DOAB,Business,,Agriculture,,FALSE,61.76,213589,8.06,17216,TRUE,AEUP2026082,GauravNand_IERS,4737157639,GAURAV NAND,"Politician, Social Activist, MLA Candidate, PowerSector Reformer Regulatory UP, Founder Owner @ IERS (B. Tech, MBA, LLB)",FALSE,2016-01-10T07:04:06+00:00,199,519,756,3085,2,72,"Mainpuri, Lucknow, Delhi",FALSE,https://pbs.twimg.com/profile_images/1482790492698202112/lc4YdaoN_normal.jpg,https://pbs.twimg.com/profile_banners/4737157639/1642359875,GauravNand_IERS,bsp,MAI
64,Ram Naresh Agnihotri,BHONGAON,108,GEN,3,4,no,MAINPURI,2.63,345793,TRUE,BHONGAON,1605,4767,97208,2.22,Graduate Professional,9,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Business,,,,FALSE,62.22,215153,45.18,97208,TRUE,GEUP48996,agnihotrirn,1201831982604308480,Ram Naresh Agnihotri,"कैबिनेट मंत्री, आबकारी एवं मद्यनिषेध विभाग, उत्तर प्रदेश सरकार।",TRUE,2019-12-03T11:54:17+00:00,5090,48,447,489,3,229,,FALSE,https://pbs.twimg.com/profile_images/1461179740316864518/VYz8Z7Bh_normal.jpg,https://pbs.twimg.com/profile_banners/1201831982604308480/1575374402,agnihotrirn,bjp,MAI
48,Mamta Rajput,BHONGAON,108,GEN,1,4,yes,MAINPURI,2.63,345793,FALSE,,,494,2121,0.23,Graduate Professional,9,0,INC,3482,National Party,0,5,FALSE,,,F,DOAB,Education,Home Teacher or Tuition,,,FALSE,62.22,215153,0.99,2121,TRUE,AEUP2026089,MamtaRajput_inc,1433302261917122562,Mamta Rajput,"प्रदेश अध्यक्ष (आगरा ज़ोन।)                                                      
भारतीय राष्ट्रीय कांग्रेस।",FALSE,2021-09-02T05:34:54+00:00,343,410,172,296,0,50,मैनपुरी,FALSE,https://pbs.twimg.com/profile_images/1442826603940044808/oMNmCa_c_normal.jpg,https://pbs.twimg.com/profile_banners/1433302261917122562/1630573533,MamtaRajput_inc,inc,MAI
43,BRAJESH YADAV,SAHASWAN,113,GEN,1,4,no,BADAUN,3.7,426218,FALSE,,,13945,83673,5.56,12th Pass,10,1,SP,7425,State-based Party,0,1,FALSE,,,M,ROHILKHAND,Business,,Agriculture,,FALSE,58.86,250872,33.35,83673,TRUE,AEUP2025661,BrajeshYadavSP,780264965223559168,Brajesh Yadav🇮🇳,"Akhileshian by❤
#मिशन_2022_रामपुर_कारखाना_विधानसभा_339
Tweets are Personal,
Ex.State President - Samajwadi Yuvajan Sabha
Ex.Vice-president of L.U. Student Union",TRUE,2016-09-26T04:37:19+00:00,194938,6349,148291,174530,38,4167,India,FALSE,https://pbs.twimg.com/profile_images/1446336828798222336/IEnwRVwl_normal.jpg,https://pbs.twimg.com/profile_banners/780264965223559168/1613988914,BrajeshYadavSP,sp,BUD
64,Mahesh Chandra Gupta,BADAUN,115,GEN,3,4,no,BADAUN,2.56,377836,TRUE,BADAUN,1605,11179,101096,5.1,10th Pass,7,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,ROHILKHAND,Business,Rent,Salaried Work or Employed,,FALSE,58.01,219183,46.12,101096,TRUE,AEUP103309,MaheshCGuptaBJP,825421140516536320,Mahesh Chandra Gupta,"जनता के सेवक - राज्यमंत्री शहरी विकास, शहरी समग्र विकास एवं गरीबी उन्मूलन । विधायक 115 सदर बदायूं (यूपी)",TRUE,2017-01-28T19:11:50+00:00,3913,245,2028,820,1,1402,"Budaun, India",FALSE,https://pbs.twimg.com/profile_images/851693791203512321/Jz5MDCpi_normal.jpg,https://pbs.twimg.com/profile_banners/825421140516536320/1584908395,MaheshCGuptaBJP,bjp,BUD
28,Himanshu Yadav,SHEKHUPUR,116,GEN,1,4,no,BADAUN,2.78,404608,FALSE,,,6100,105531,2.48,12th Pass,11,1,SP,7425,State-based Party,0,1,FALSE,,,M,ROHILKHAND,Other,,,,FALSE,60.89,246366,42.84,105531,TRUE,AEUP2025688,yadavhimanshu88,1250128019282427906,Himanshu Yadav,,FALSE,2020-04-14T18:25:41+00:00,213,91,115,87,0,95,,FALSE,https://pbs.twimg.com/profile_images/1250352939882823681/BcDVf-oU_normal.jpg,https://pbs.twimg.com/profile_banners/1250128019282427906/1602411436,yadavhimanshu88,sp,BUD
42,RACHIT GUPTA,DATAGANJ,117,GEN,1,4,yes,BADAUN,2.56,407249,FALSE,,,18158,20571,7.65,Graduate Professional,14,0,BSP,16651,State-based Party,0,3,FALSE,,,M,ROHILKHAND,Business,,Agriculture,,FALSE,58.27,237304,8.67,20571,TRUE,AEUP2025703,rachitattweet,170691394,Rachit Gupta,Working as a sales manager. Politician by thought and entrepreneur by way of living life. Writer and reading hobby,FALSE,2010-07-25T14:05:21+00:00,1089,454,91049,3512,98,28,,FALSE,https://pbs.twimg.com/profile_images/528992118165880835/DalpselC_normal.jpeg,https://pbs.twimg.com/profile_banners/170691394/1350814506,rachitattweet,bsp,BUD
